Longitude,Latitude
174.7685270000000059553713072091341018676757812500000000000000000000000000000000000000000000000000000000,-36.8543629999999993174242263194173574447631835937500000000000000000000000000000000000000000000000000000
174.7685350000000141790224006399512290954589843750000000000000000000000000000000000000000000000000000000,-36.8543739999999999668034433852881193161010742187500000000000000000000000000000000000000000000000000000
174.7685439999999914562067715451121330261230468750000000000000000000000000000000000000000000000000000000,-36.8543850000000006161826604511588811874389648437500000000000000000000000000000000000000000000000000000
174.7685510000000022046151570975780487060546875000000000000000000000000000000000000000000000000000000000,-36.8543939999999992096491041593253612518310546875000000000000000000000000000000000000000000000000000000
174.7685580000000129530235426500439643859863281250000000000000000000000000000000000000000000000000000000,-36.8544020000000003278728399891406297683715820312500000000000000000000000000000000000000000000000000000
174.7685610000000053787516662850975990295410156250000000000000000000000000000000000000000000000000000000,-36.8544070000000019149410945829004049301147460937500000000000000000000000000000000000000000000000000000
174.7685690000000136024027597159147262573242187500000000000000000000000000000000000000000000000000000000,-36.8544160000000005084075382910668849945068359375000000000000000000000000000000000000000000000000000000
174.7685759999999959291017148643732070922851562500000000000000000000000000000000000000000000000000000000,-36.8544249999999991018739819992333650588989257812500000000000000000000000000000000000000000000000000000
174.7685820000000092022673925384879112243652343750000000000000000000000000000000000000000000000000000000,-36.8544320000000027448550099506974220275878906250000000000000000000000000000000000000000000000000000000
174.7685899999999890042090555652976036071777343750000000000000000000000000000000000000000000000000000000,-36.8544419999999988135641615372151136398315429687500000000000000000000000000000000000000000000000000000
174.7685969999999997526174411177635192871093750000000000000000000000000000000000000000000000000000000000,-36.8544509999999974070306052453815937042236328125000000000000000000000000000000000000000000000000000000
174.7686040000000105010258266702294349670410156250000000000000000000000000000000000000000000000000000000,-36.8544600000000031059244065545499324798583984375000000000000000000000000000000000000000000000000000000
174.7686129999999877782101975753903388977050781250000000000000000000000000000000000000000000000000000000,-36.8544709999999966498762660194188356399536132812500000000000000000000000000000000000000000000000000000
174.7686190000000010513758752495050430297851562500000000000000000000000000000000000000000000000000000000,-36.8544780000000002928572939708828926086425781250000000000000000000000000000000000000000000000000000000
174.7686270000000092750269686803221702575683593750000000000000000000000000000000000000000000000000000000,-36.8544890000000009422365110367536544799804687500000000000000000000000000000000000000000000000000000000
174.7686339999999916017259238287806510925292968750000000000000000000000000000000000000000000000000000000,-36.8544970000000020604602468665689229965209960937500000000000000000000000000000000000000000000000000000
174.7686400000000048748916015028953552246093750000000000000000000000000000000000000000000000000000000000,-36.8545050000000031786839826963841915130615234375000000000000000000000000000000000000000000000000000000
174.7686459999999897263478487730026245117187500000000000000000000000000000000000000000000000000000000000,-36.8545119999999997162376530468463897705078125000000000000000000000000000000000000000000000000000000000
174.7686510000000055242708185687661170959472656250000000000000000000000000000000000000000000000000000000,-36.8545179999999987785486155189573764801025390625000000000000000000000000000000000000000000000000000000
174.7686569999999903757270658388733863830566406250000000000000000000000000000000000000000000000000000000,-36.8545259999999998967723513487726449966430664062500000000000000000000000000000000000000000000000000000
174.7686640000000011241354513913393020629882812500000000000000000000000000000000000000000000000000000000,-36.8545349999999984902387950569391250610351562500000000000000000000000000000000000000000000000000000000
174.7686699999999859755916986614465713500976562500000000000000000000000000000000000000000000000000000000,-36.8545420000000021332198230084031820297241210937500000000000000000000000000000000000000000000000000000
174.7686740000000042982719605788588523864746093750000000000000000000000000000000000000000000000000000000,-36.8545549999999977330844558309763669967651367187500000000000000000000000000000000000000000000000000000
174.7686750000000017735146684572100639343261718750000000000000000000000000000000000000000000000000000000,-36.8545700000000024942892196122556924819946289062500000000000000000000000000000000000000000000000000000
174.7686759999999992487573763355612754821777343750000000000000000000000000000000000000000000000000000000,-36.8545820000000006189111445564776659011840820312500000000000000000000000000000000000000000000000000000
174.7686759999999992487573763355612754821777343750000000000000000000000000000000000000000000000000000000,-36.8545960000000007994458428584039211273193359375000000000000000000000000000000000000000000000000000000
174.7686730000000068230292527005076408386230468750000000000000000000000000000000000000000000000000000000,-36.8546029999999973369995132088661193847656250000000000000000000000000000000000000000000000000000000000
174.7686699999999859755916986614465713500976562500000000000000000000000000000000000000000000000000000000,-36.8546100000000009799805411603301763534545898437500000000000000000000000000000000000000000000000000000
174.7686659999999960746208671480417251586914062500000000000000000000000000000000000000000000000000000000,-36.8546210000000016293597582262009382247924804687500000000000000000000000000000000000000000000000000000
174.7686610000000086984073277562856674194335937500000000000000000000000000000000000000000000000000000000,-36.8546320000000022787389752920717000961303710937500000000000000000000000000000000000000000000000000000
174.7686569999999903757270658388733863830566406250000000000000000000000000000000000000000000000000000000,-36.8546440000000004033609002362936735153198242187500000000000000000000000000000000000000000000000000000
174.7686530000000004747562343254685401916503906250000000000000000000000000000000000000000000000000000000,-36.8546539999999964720700518228113651275634765625000000000000000000000000000000000000000000000000000000
174.7686429999999973006197251379489898681640625000000000000000000000000000000000000000000000000000000000,-36.8546720000000007644302968401461839675903320312500000000000000000000000000000000000000000000000000000
174.7686329999999941264832159504294395446777343750000000000000000000000000000000000000000000000000000000,-36.8546920000000000072759576141834259033203125000000000000000000000000000000000000000000000000000000000
174.7686260000000117997842608019709587097167968750000000000000000000000000000000000000000000000000000000,-36.8547060000000001878106559161096811294555664062500000000000000000000000000000000000000000000000000000
174.7686180000000035761331673711538314819335937500000000000000000000000000000000000000000000000000000000,-36.8547209999999978435880620963871479034423828125000000000000000000000000000000000000000000000000000000
174.7686160000000086256477516144514083862304687500000000000000000000000000000000000000000000000000000000,-36.8547239999999973747435433324426412582397460937500000000000000000000000000000000000000000000000000000
174.7686060000000054515112424269318580627441406250000000000000000000000000000000000000000000000000000000,-36.8547370000000000800355337560176849365234375000000000000000000000000000000000000000000000000000000000
174.7685940000000073268893174827098846435546875000000000000000000000000000000000000000000000000000000000,-36.8547530000000023164830054156482219696044921875000000000000000000000000000000000000000000000000000000
174.7685850000000016279955161735415458679199218750000000000000000000000000000000000000000000000000000000,-36.8547650000000004411049303598701953887939453125000000000000000000000000000000000000000000000000000000
174.7685749999999984538590069860219955444335937500000000000000000000000000000000000000000000000000000000,-36.8547790000000006216396286617964506149291992187500000000000000000000000000000000000000000000000000000
174.7685669999999902302079135552048683166503906250000000000000000000000000000000000000000000000000000000,-36.8547889999999966903487802483141422271728515625000000000000000000000000000000000000000000000000000000
174.7685620000000028539943741634488105773925781250000000000000000000000000000000000000000000000000000000,-36.8547960000000003333298081997781991958618164062500000000000000000000000000000000000000000000000000000
174.7685549999999921055859886109828948974609375000000000000000000000000000000000000000000000000000000000,-36.8548049999999989267962519079446792602539062500000000000000000000000000000000000000000000000000000000
174.7685519999999996798578649759292602539062500000000000000000000000000000000000000000000000000000000000,-36.8548079999999984579517331440001726150512695312500000000000000000000000000000000000000000000000000000
174.7685459999999864066921873018145561218261718750000000000000000000000000000000000000000000000000000000,-36.8548159999999995761754689738154411315917968750000000000000000000000000000000000000000000000000000000
174.7685390000000040799932321533560752868652343750000000000000000000000000000000000000000000000000000000,-36.8548260000000027503119781613349914550781250000000000000000000000000000000000000000000000000000000000
174.7685309999999958563421387225389480590820312500000000000000000000000000000000000000000000000000000000,-36.8548370000000033996911952272057533264160156250000000000000000000000000000000000000000000000000000000
174.7685240000000135296431835740804672241210937500000000000000000000000000000000000000000000000000000000,-36.8548460000000019931576389353722333908081054687500000000000000000000000000000000000000000000000000000
174.7685160000000053059920901432633399963378906250000000000000000000000000000000000000000000000000000000,-36.8548559999999980618667905218899250030517578125000000000000000000000000000000000000000000000000000000
174.7685119999999869833118282258510589599609375000000000000000000000000000000000000000000000000000000000,-36.8548619999999971241777529940009117126464843750000000000000000000000000000000000000000000000000000000
174.7684739999999976589606376364827156066894531250000000000000000000000000000000000000000000000000000000,-36.8548529999999985307113092858344316482543945312500000000000000000000000000000000000000000000000000000
174.7684739999999976589606376364827156066894531250000000000000000000000000000000000000000000000000000000,-36.8548520000000010554686014074832201004028320312500000000000000000000000000000000000000000000000000000
174.7684749999999951342033455148339271545410156250000000000000000000000000000000000000000000000000000000,-36.8548499999999989995558280497789382934570312500000000000000000000000000000000000000000000000000000000
174.7684749999999951342033455148339271545410156250000000000000000000000000000000000000000000000000000000,-36.8548580000000001177795638795942068099975585937500000000000000000000000000000000000000000000000000000
174.7684840000000008330971468240022659301757812500000000000000000000000000000000000000000000000000000000,-36.8548779999999993606252246536314487457275390625000000000000000000000000000000000000000000000000000000
174.7684920000000090567482402548193931579589843750000000000000000000000000000000000000000000000000000000,-36.8548880000000025347617338411509990692138671875000000000000000000000000000000000000000000000000000000
174.7685050000000046566128730773925781250000000000000000000000000000000000000000000000000000000000000000,-36.8548970000000011282281775493174791336059570312500000000000000000000000000000000000000000000000000000
174.7685069999999996070982888340950012207031250000000000000000000000000000000000000000000000000000000000,-36.8549030000000001905391400214284658432006835937500000000000000000000000000000000000000000000000000000
174.7685089999999945575837045907974243164062500000000000000000000000000000000000000000000000000000000000,-36.8549119999999987840055837295949459075927734375000000000000000000000000000000000000000000000000000000
174.7685099999999920328264124691486358642578125000000000000000000000000000000000000000000000000000000000,-36.8549149999999983151610649656504392623901367187500000000000000000000000000000000000000000000000000000
174.7685119999999869833118282258510589599609375000000000000000000000000000000000000000000000000000000000,-36.8549239999999969086275086738169193267822265625000000000000000000000000000000000000000000000000000000
174.7685140000000103555066743865609169006347656250000000000000000000000000000000000000000000000000000000,-36.8549340000000000827640178613364696502685546875000000000000000000000000000000000000000000000000000000
174.7685160000000053059920901432633399963378906250000000000000000000000000000000000000000000000000000000,-36.8549440000000032569005270488560199737548828125000000000000000000000000000000000000000000000000000000
174.7685160000000053059920901432633399963378906250000000000000000000000000000000000000000000000000000000,-36.8549549999999968008523865137249231338500976562500000000000000000000000000000000000000000000000000000
174.7685150000000078307493822649121284484863281250000000000000000000000000000000000000000000000000000000,-36.8549629999999979190761223435401916503906250000000000000000000000000000000000000000000000000000000000
174.7685140000000103555066743865609169006347656250000000000000000000000000000000000000000000000000000000,-36.8549870000000012737473298329859972000122070312500000000000000000000000000000000000000000000000000000
174.7685150000000078307493822649121284484863281250000000000000000000000000000000000000000000000000000000,-36.8549870000000012737473298329859972000122070312500000000000000000000000000000000000000000000000000000
174.7685189999999977317202137783169746398925781250000000000000000000000000000000000000000000000000000000,-36.8549890000000033296601031906902790069580078125000000000000000000000000000000000000000000000000000000
174.7685209999999926822056295350193977355957031250000000000000000000000000000000000000000000000000000000,-36.8549890000000033296601031906902790069580078125000000000000000000000000000000000000000000000000000000
174.7685270000000059553713072091341018676757812500000000000000000000000000000000000000000000000000000000,-36.8549909999999982801455189473927021026611328125000000000000000000000000000000000000000000000000000000
174.7685380000000066047505242750048637390136718750000000000000000000000000000000000000000000000000000000,-36.8549939999999978113010001834481954574584960937500000000000000000000000000000000000000000000000000000
174.7685459999999864066921873018145561218261718750000000000000000000000000000000000000000000000000000000,-36.8549980000000019231265468988567590713500976562500000000000000000000000000000000000000000000000000000
174.7685630000000003292370820418000221252441406250000000000000000000000000000000000000000000000000000000,-36.8550079999999979918356984853744506835937500000000000000000000000000000000000000000000000000000000000
174.7685840000000041527528082951903343200683593750000000000000000000000000000000000000000000000000000000,-36.8550210000000006971276889089494943618774414062500000000000000000000000000000000000000000000000000000
174.7686050000000079762685345485806465148925781250000000000000000000000000000000000000000000000000000000,-36.8550340000000034024196793325245380401611328125000000000000000000000000000000000000000000000000000000
174.7686219999999934771039988845586776733398437500000000000000000000000000000000000000000000000000000000,-36.8550490000000010581970855128020048141479492187500000000000000000000000000000000000000000000000000000
174.7686339999999916017259238287806510925292968750000000000000000000000000000000000000000000000000000000,-36.8550650000000032946445571724325418472290039062500000000000000000000000000000000000000000000000000000
174.7686439999999947758624330163002014160156250000000000000000000000000000000000000000000000000000000000,-36.8550979999999981373548507690429687500000000000000000000000000000000000000000000000000000000000000000
174.7686410000000023501343093812465667724609375000000000000000000000000000000000000000000000000000000000,-36.8551250000000010231815394945442676544189453125000000000000000000000000000000000000000000000000000000
174.7686400000000048748916015028953552246093750000000000000000000000000000000000000000000000000000000000,-36.8551459999999977412699081469327211380004882812500000000000000000000000000000000000000000000000000000
174.7686390000000073996488936245441436767578125000000000000000000000000000000000000000000000000000000000,-36.8551730000000006270965968724340200424194335937500000000000000000000000000000000000000000000000000000
174.7686400000000048748916015028953552246093750000000000000000000000000000000000000000000000000000000000,-36.8551939999999973451849655248224735260009765625000000000000000000000000000000000000000000000000000000
174.7686419999999998253770172595977783203125000000000000000000000000000000000000000000000000000000000000,-36.8552099999999995816324371844530105590820312500000000000000000000000000000000000000000000000000000000
174.7686539999999979499989422038197517395019531250000000000000000000000000000000000000000000000000000000,-36.8552299999999988244780979584902524948120117187500000000000000000000000000000000000000000000000000000
174.7686620000000061736500356346368789672851562500000000000000000000000000000000000000000000000000000000,-36.8552389999999974179445416666567325592041015625000000000000000000000000000000000000000000000000000000
174.7686879999999973733793012797832489013671875000000000000000000000000000000000000000000000000000000000,-36.8552570000000017103047866839915513992309570312500000000000000000000000000000000000000000000000000000
174.7687960000000089166860561817884445190429687500000000000000000000000000000000000000000000000000000000,-36.8552230000000022869244276080280542373657226562500000000000000000000000000000000000000000000000000000
174.7688039999999887186277192085981369018554687500000000000000000000000000000000000000000000000000000000,-36.8552040000000005193214747123420238494873046875000000000000000000000000000000000000000000000000000000
174.7688100000000019917933968827128410339355468750000000000000000000000000000000000000000000000000000000,-36.8551860000000033323885872960090637207031250000000000000000000000000000000000000000000000000000000000
174.7688210000000026411726139485836029052734375000000000000000000000000000000000000000000000000000000000,-36.8551519999999968035808706190437078475952148437500000000000000000000000000000000000000000000000000000
174.7688310000000058153091231361031532287597656250000000000000000000000000000000000000000000000000000000,-36.8551140000000003738023224286735057830810546875000000000000000000000000000000000000000000000000000000
174.7688359999999931915226625278592109680175781250000000000000000000000000000000000000000000000000000000,-36.8550919999999990750438882969319820404052734375000000000000000000000000000000000000000000000000000000
174.7688440000000014151737559586763381958007812500000000000000000000000000000000000000000000000000000000,-36.8550639999999987139744916930794715881347656250000000000000000000000000000000000000000000000000000000
174.7688489999999887913872953504323959350585937500000000000000000000000000000000000000000000000000000000,-36.8550430000000019958861230406910181045532226562500000000000000000000000000000000000000000000000000000
174.7688599999999894407665124163031578063964843750000000000000000000000000000000000000000000000000000000,-36.8550150000000016348167264368385076522827148437500000000000000000000000000000000000000000000000000000
174.7688789999999983137968229129910469055175781250000000000000000000000000000000000000000000000000000000,-36.8549780000000026802808861248195171356201171875000000000000000000000000000000000000000000000000000000
174.7689120000000002619344741106033325195312500000000000000000000000000000000000000000000000000000000000,-36.8549399999999991450749803334474563598632812500000000000000000000000000000000000000000000000000000000
174.7689450000000022100721253082156181335449218750000000000000000000000000000000000000000000000000000000,-36.8549140000000008399183570872992277145385742187500000000000000000000000000000000000000000000000000000
174.7689809999999965839379001408815383911132812500000000000000000000000000000000000000000000000000000000,-36.8548910000000020659172150772064924240112304687500000000000000000000000000000000000000000000000000000
174.7690249999999991814547684043645858764648437500000000000000000000000000000000000000000000000000000000,-36.8548660000000012360032997094094753265380859375000000000000000000000000000000000000000000000000000000
174.7690519999999878564267419278621673583984375000000000000000000000000000000000000000000000000000000000,-36.8548509999999964747985359281301498413085937500000000000000000000000000000000000000000000000000000000
174.7691309999999873525666771456599235534667968750000000000000000000000000000000000000000000000000000000,-36.8548079999999984579517331440001726150512695312500000000000000000000000000000000000000000000000000000
174.7691680000000076233845902606844902038574218750000000000000000000000000000000000000000000000000000000,-36.8547879999999992151060723699629306793212890625000000000000000000000000000000000000000000000000000000
174.7692250000000058207660913467407226562500000000000000000000000000000000000000000000000000000000000000,-36.8547579999999967981239024084061384201049804687500000000000000000000000000000000000000000000000000000
174.7692749999999932697392068803310394287109375000000000000000000000000000000000000000000000000000000000,-36.8547360000000026047928258776664733886718750000000000000000000000000000000000000000000000000000000000
174.7693439999999895917426329106092453002929687500000000000000000000000000000000000000000000000000000000,-36.8547119999999992501216183882206678390502929687500000000000000000000000000000000000000000000000000000
174.7694380000000080599420471116900444030761718750000000000000000000000000000000000000000000000000000000,-36.8547069999999976630533637944608926773071289062500000000000000000000000000000000000000000000000000000
174.7694940000000087820808403193950653076171875000000000000000000000000000000000000000000000000000000000,-36.8547099999999971942088450305163860321044921875000000000000000000000000000000000000000000000000000000
174.7695400000000063300831243395805358886718750000000000000000000000000000000000000000000000000000000000,-36.8547129999999967253643262665718793869018554687500000000000000000000000000000000000000000000000000000
174.7695740000000057534634834155440330505371093750000000000000000000000000000000000000000000000000000000,-36.8547149999999987812770996242761611938476562500000000000000000000000000000000000000000000000000000000
174.7696270000000140498741529881954193115234375000000000000000000000000000000000000000000000000000000000,-36.8547089999999997189661371521651744842529296875000000000000000000000000000000000000000000000000000000
174.7696520000000077743607107549905776977539062500000000000000000000000000000000000000000000000000000000,-36.8547000000000011254996934439986944198608398437500000000000000000000000000000000000000000000000000000
174.7696889999999996234691934660077095031738281250000000000000000000000000000000000000000000000000000000,-36.8546839999999988890522217843681573867797851562500000000000000000000000000000000000000000000000000000
174.7697279999999864230630919337272644042968750000000000000000000000000000000000000000000000000000000000,-36.8546610000000001150510797742754220962524414062500000000000000000000000000000000000000000000000000000
174.7697699999999940700945444405078887939453125000000000000000000000000000000000000000000000000000000000,-36.8546309999999976980689098127186298370361328125000000000000000000000000000000000000000000000000000000
174.7697990000000061172613641247153282165527343750000000000000000000000000000000000000000000000000000000,-36.8545999999999978058440319728106260299682617187500000000000000000000000000000000000000000000000000000
174.7698259999999947922333376482129096984863281250000000000000000000000000000000000000000000000000000000,-36.8545719999999974447746353689581155776977539062500000000000000000000000000000000000000000000000000000
174.7698540000000093641574494540691375732421875000000000000000000000000000000000000000000000000000000000,-36.8545429999999996084625308867543935775756835937500000000000000000000000000000000000000000000000000000
174.7698800000000005638867150992155075073242187500000000000000000000000000000000000000000000000000000000,-36.8545149999999992473931342829018831253051757812500000000000000000000000000000000000000000000000000000
174.7699110000000075615389505401253700256347656250000000000000000000000000000000000000000000000000000000,-36.8544789999999977681000018492341041564941406250000000000000000000000000000000000000000000000000000000
174.7699419999999861374817555770277976989746093750000000000000000000000000000000000000000000000000000000,-36.8544430000000033942342270165681838989257812500000000000000000000000000000000000000000000000000000000
174.7699709999999981846485752612352371215820312500000000000000000000000000000000000000000000000000000000,-36.8544089999999968654265103396028280258178710937500000000000000000000000000000000000000000000000000000
174.7699990000000127565726870670914649963378906250000000000000000000000000000000000000000000000000000000,-36.8543769999999994979589246213436126708984375000000000000000000000000000000000000000000000000000000000
174.7700289999999938572727842256426811218261718750000000000000000000000000000000000000000000000000000000,-36.8543430000000000745785655453801155090332031250000000000000000000000000000000000000000000000000000000
174.7700539999999875817593419924378395080566406250000000000000000000000000000000000000000000000000000000,-36.8543140000000022382664610631763935089111328125000000000000000000000000000000000000000000000000000000
174.7700869999999895298969931900501251220703125000000000000000000000000000000000000000000000000000000000,-36.8542720000000016966623661573976278305053710937500000000000000000000000000000000000000000000000000000
174.7701140000000066265783971175551414489746093750000000000000000000000000000000000000000000000000000000,-36.8542339999999981614564603660255670547485351562500000000000000000000000000000000000000000000000000000
174.7701480000000060499587561935186386108398437500000000000000000000000000000000000000000000000000000000,-36.8541859999999985575414029881358146667480468750000000000000000000000000000000000000000000000000000000
174.7701680000000123982317745685577392578125000000000000000000000000000000000000000000000000000000000000,-36.8541570000000007212292985059320926666259765625000000000000000000000000000000000000000000000000000000
174.7701889999999878000380704179406166076660156250000000000000000000000000000000000000000000000000000000,-36.8541260000000008290044206660240888595581054687500000000000000000000000000000000000000000000000000000
174.7702250000000105956132756546139717102050781250000000000000000000000000000000000000000000000000000000,-36.8540789999999987003320711664855480194091796875000000000000000000000000000000000000000000000000000000
174.7702580000000125437509268522262573242187500000000000000000000000000000000000000000000000000000000000,-36.8540479999999988081071933265775442123413085937500000000000000000000000000000000000000000000000000000
174.7702989999999942938302410766482353210449218750000000000000000000000000000000000000000000000000000000,-36.8540109999999998535713530145585536956787109375000000000000000000000000000000000000000000000000000000
174.7703830000000095878931460902094841003417968750000000000000000000000000000000000000000000000000000000,-36.8539659999999997808117768727242946624755859375000000000000000000000000000000000000000000000000000000
174.7704610000000116087903734296560287475585937500000000000000000000000000000000000000000000000000000000,-36.8539370000000019444996723905205726623535156250000000000000000000000000000000000000000000000000000000
174.7704940000000135569280246272683143615722656250000000000000000000000000000000000000000000000000000000,-36.8539299999999983015186444390565156936645507812500000000000000000000000000000000000000000000000000000
174.7705290000000104555510915815830230712890625000000000000000000000000000000000000000000000000000000000,-36.8539219999999971832949086092412471771240234375000000000000000000000000000000000000000000000000000000
174.7705589999999915562511887401342391967773437500000000000000000000000000000000000000000000000000000000,-36.8539150000000006457412382587790489196777343750000000000000000000000000000000000000000000000000000000
174.7705899999999985539034241810441017150878906250000000000000000000000000000000000000000000000000000000,-36.8539079999999970027602103073149919509887695312500000000000000000000000000000000000000000000000000000
174.7706100000000049021764425560832023620605468750000000000000000000000000000000000000000000000000000000,-36.8539039999999999963620211929082870483398437500000000000000000000000000000000000000000000000000000000
174.7706569999999999254214344546198844909667968750000000000000000000000000000000000000000000000000000000,-36.8539069999999995275175024289637804031372070312500000000000000000000000000000000000000000000000000000
174.7706599999999923511495580896735191345214843750000000000000000000000000000000000000000000000000000000,-36.8539079999999970027602103073149919509887695312500000000000000000000000000000000000000000000000000000
174.7706670000000030995579436421394348144531250000000000000000000000000000000000000000000000000000000000,-36.8539090000000015834302757866680622100830078125000000000000000000000000000000000000000000000000000000
174.7706740000000138479663291946053504943847656250000000000000000000000000000000000000000000000000000000,-36.8539109999999965339156915433704853057861328125000000000000000000000000000000000000000000000000000000
174.7706770000000062736944528296589851379394531250000000000000000000000000000000000000000000000000000000,-36.8539120000000011145857570227235555648803710937500000000000000000000000000000000000000000000000000000
174.7706799999999986994225764647126197814941406250000000000000000000000000000000000000000000000000000000,-36.8539120000000011145857570227235555648803710937500000000000000000000000000000000000000000000000000000
